"","texto","muyNeg","Neg","muyPos","Pos","Valor","Sentimiento"
"213","  Más de   mujeres de  Hollywood lanzaron plan contra el  acososexual   feminismo  MeToo  feminismo  abusosexual","0","1","0","0",-0.5,"Negativo"
"214"," Feministas  justificando la imposición del hijab  máximo símbolo de la opresión y cosificación de la mujer en el m ","0","0","0","0",0,"Neutro"
"215","  Más de   mujeres de  Hollywood lanzaron plan contra el  acososexual   feminismo  MeToo  feminismo  abusosexual","0","1","0","0",-0.5,"Negativo"
"216","  Más de   mujeres de  Hollywood lanzaron plan contra el  acososexual   feminismo  MeToo  feminismo  abusosexual","0","1","0","0",-0.5,"Negativo"
"217","  Más de   mujeres de  Hollywood lanzaron plan contra el  acososexual   feminismo  MeToo  feminismo  abusosexual","0","1","0","0",-0.5,"Negativo"
"218","  Esta es la nueva camiseta feminista que desbancará al  We should all be feminist  de Dior   Feminismo  Dior  WeShouldAllBe ","0","0","0","0",0,"Neutro"
"219","Está prohibido  y así es como se hace   Opinión   Página  feminismo  capitalismo  felizlunes","0","0","1","0",1,"Positivo"
"220","Mujer incitando a la violencia contra quien piensa distinto    feminismo  ViolenciaDeGenero  ViolenciaDeGénero ","0","2","0","0",-0.833333333333333,"Negativo"
"221","   feminismo y lucha sindical  las mujeres que lideran luchas laborales  cuartopoder","0","1","0","0",-0.5,"Negativo"
"222","  Ey  que se os ha caído un poco de machismo en el titular  Os lo he sacudido  De nada    feminismo  hayquejoderse","0","1","0","0",-0.5,"Negativo"
"223","Más de   mujeres de  Hollywood lanzaron plan contra el  acososexual   feminismo  MeToo  feminismo  abusosexual","0","1","0","0",-0.5,"Negativo"
"224","RT ACPIGualtat  Apuntemos ya una fecha   de marzo  huelga general feminista   M  trabajo  feminismo  laboral ","0","0","0","0",0,"Neutro"
"225","   feminismo y lucha sindical  las mujeres que lideran luchas laborales  cuartopoder","0","1","0","0",-0.5,"Negativo"
"226","Hoy más que nunca la revolución feminista está más presente en nuestras vidas  Sal de la jaula  quémala  ","0","0","0","0",0,"Neutro"
"227","Petándolo en el metro de  Estambul  laschicassonguerreras  libro  book  turquia  feminismo  autobombo","0","0","0","0",0,"Neutro"
"228","Petándolo en el metro de  Estambul  laschicassonguerreras  libro  book  turquia  feminismo ","0","0","0","0",0,"Neutro"
"229","  Hoy venimos con un conjunto de definiciones nuevo   discapacidad  Feminismo  interseccional ","0","0","0","0",0,"Neutro"
"230","Gracias Anna  de parte de todas las mujeres del mundo  esto es  feminismo de verdad y un gran ejemplovía","0","0","2","0",1.66666666666667,"Muy Positivo"
"231","Hoy venimos con un conjunto de definiciones nuevo   discapacidad  Feminismo  interseccional ","0","0","0","0",0,"Neutro"
"232","Teléfono  Feminismo","0","0","0","0",0,"Neutro"
"233","    Que la fuerza del  Feminismo nos acompañe                 Ámate  Ama   Cambiar ese orden sí que altera el valor     ","0","0","3","0",2.14285714285714,"Muy Positivo"
"234","  Apuntemos ya una fecha   de marzo  huelga general feminista   M  trabajo  feminismo  laboral  empresa","0","0","0","0",0,"Neutro"
"235","Apuntemos ya una fecha   de marzo  huelga general feminista   M  trabajo  feminismo  laboral  empresa","0","0","0","0",0,"Neutro"
"236","Ya que en Navidad cocinamos principalmente mi madre y yo  aunque el también contribuyó  Tomó la iniciativa de hacer ","0","0","0","0",0,"Neutro"
"237","  El  feminismo no es una moda   El  feminismo es un compromiso   De nada ","0","0","0","0",0,"Neutro"
"238"," frasefeministadelasemana  cuando los hombres son oprimidos es una tragedia  cuando las oprimidas son las mujeres e ","0","1","0","0",-0.5,"Negativo"
"239","Estimable  MonLaferte NO traigas a México tu asqueroso falso  feminismo Izquierdista o  Feminazismo  si n ","0","1","0","0",-0.5,"Negativo"
"240"," Felizañonuevo  Por un  con más  brujas y menos inquisidores       Happynewyear We wish more  witches and less ","0","0","0","0",0,"Neutro"
"241"," Horizontes deseados  otras formas de existencia   nuevo post en el blog Madrid ","0","0","0","0",0,"Neutro"
"242","Gracias a  y la entrevista denos envían propuestas tan rompedoras como e ","0","0","2","0",1.66666666666667,"Muy Positivo"
"243","Sabe que recibirá tanto halagos como críticas y eso es bueno para el espectáculo  No obstante  aún aplaudiendo su d ","0","0","3","0",2.14285714285714,"Muy Positivo"
"244"," Cómo empezamos el año   Binomio Mujeril en TremendaFemZine grande compas                 fanzine  tremenda  arte ","0","0","1","0",1,"Positivo"
"245","  Regalazo  fermosísimo calendario gratuíto do  descargable de grandes mulleres                                                   Feminismo","0","0","0","0",0,"Neutro"
"246","  Hombres que no saben distinguir entre  machismo y  feminismo y te dicen que  te lo hagas ver                                      ","0","0","0","0",0,"Neutro"
"247","Jejejepaso  bro   no fío del origende esa leche  hay demasiados masturbadores mongólicos en esa caverna mediáti ","0","0","0","0",0,"Neutro"
"248","  Interesantísima entrevista realizada a la filósofa   sobre  feminismo  Ridículo  por otra parte  que   ","0","0","0","0",0,"Neutro"
"249"," La libertad no nos hace felices a las mujeres  Sencillamente nos hace mujeres  Lolo Rico en  La mirada no inventad ","0","0","1","0",1,"Positivo"
"250","  Hombres que no saben distinguir entre  machismo y  feminismo y te dicen que  te lo hagas ver                                      ","0","0","0","0",0,"Neutro"
"251","  Hombres que no saben distinguir entre  machismo y  feminismo y te dicen que  te lo hagas ver                                      ","0","0","0","0",0,"Neutro"
"252","  El  feminismo como yo lo entiendo  Leído gracias a","0","0","2","0",1.66666666666667,"Muy Positivo"
"253","  Hombres que no saben distinguir entre  machismo y  feminismo y te dicen que  te lo hagas ver                                      ","0","0","0","0",0,"Neutro"
"254","  Hombres que no saben distinguir entre  machismo y  feminismo y te dicen que  te lo hagas ver                                      ","0","0","0","0",0,"Neutro"
"255","  Interesantísima entrevista realizada a la filósofa   sobre  feminismo  Ridículo  por otra parte  que   ","0","0","0","0",0,"Neutro"
"256","  Hombres que no saben distinguir entre  machismo y  feminismo y te dicen que  te lo hagas ver                                      ","0","0","0","0",0,"Neutro"
"257","  Hombres que no saben distinguir entre  machismo y  feminismo y te dicen que  te lo hagas ver                                      ","0","0","0","0",0,"Neutro"
"258","Interesantísima entrevista realizada a la filósofa   sobre  feminismo  Ridículo  por otra parte  que ","0","0","0","0",0,"Neutro"
"259"," feminismo y lucha sindical  las mujeres que lideran luchas laborales  cuartopoder","0","1","0","0",-0.5,"Negativo"
"260","  El  feminismo no es una moda   El  feminismo es un compromiso   De nada ","0","0","0","0",0,"Neutro"
"261","Feminismo NO es el antónimo de machismo    igualdad  igualdaDeGénero  NiUnaMenos  Feminismo ","0","0","0","0",0,"Neutro"
"262","             Presentación Libro  La  muerte de mi madre me hizo más libre   Qmayorvía  ","0","0","0","0",0,"Neutro"
"263","El  feminismo no es una moda   El  feminismo es un compromiso   De nada ","0","0","0","0",0,"Neutro"
"264","                         Contra a  ViolenciaMachista  mobilización o martes   X  ás   na Praza  de Marzo  o  MachismoMata  ","0","1","0","0",-0.5,"Negativo"
"265","Hombres que no saben distinguir entre  machismo y  feminismo y te dicen que  te lo hagas ver                                      ","0","0","0","0",0,"Neutro"
"266","  El  Feminismo esa filosofía radical que defiende que las mujeres somos personas                ","0","0","0","0",0,"Neutro"
"267","  No uses el  feminismo para ocultar la sexualización y cosificación de las mujeres  Te recomiendo empezar por aquí  ","0","1","0","0",-0.5,"Negativo"
"268","PD  Los posters son de la sección femenina  con la que aleccionaban a mujere ","0","0","0","0",0,"Neutro"
"269","  No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen parte de ","0","0","0","0",0,"Neutro"
"270","  Hombres que no saben distinguir entre  machismo y  feminismo y te dicen que  te lo hagas ver                                      ","0","0","0","0",0,"Neutro"
"271","  Hombres que no saben distinguir entre  machismo y  feminismo y te dicen que  te lo hagas ver                                      ","0","0","0","0",0,"Neutro"
"272","  Hombres que no saben distinguir entre  machismo y  feminismo y te dicen que  te lo hagas ver                                      ","0","0","0","0",0,"Neutro"
"273","  Hombres que no saben distinguir entre  machismo y  feminismo y te dicen que  te lo hagas ver                                      ","0","0","0","0",0,"Neutro"
"274","  Hombres que no saben distinguir entre  machismo y  feminismo y te dicen que  te lo hagas ver                                      ","0","0","0","0",0,"Neutro"
"275","Hombres que no saben distinguir entre  machismo y  feminismo y te dicen que  te lo hagas ver                                      ","0","0","0","0",0,"Neutro"
"276"," Mujeres  IgualdadDeGenero  generoyciencia  igualdad  feminismo  PWNBILBAO  diversidad  El legado de  mujeres que ","0","0","0","0",0,"Neutro"
"277","Ya hemos cumplido en la comida de noche vieja y año nuevo  Debate sobre  feminismo      No sacado por nosotras xD q ","0","0","1","0",1,"Positivo"
"278","Qué fácilhablar desde el privilegio q le fue otorgado en la sociedad x ser un varón blanco hetero católico occide ","0","0","0","0",0,"Neutro"
"279"," La clave de la estructura patriarcal de la economía capitalista está en el aislamiento de la familia  mediante su ","0","0","0","0",0,"Neutro"
"280","   Tienes una buena idea para desarrollar un pequeño proyecto en  Cuba   Echa un ojo a esta convocatoria   Feminismo  Medioam ","0","0","0","0",0,"Neutro"
"281","  No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen parte de ","0","0","0","0",0,"Neutro"
"282","  No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen parte de ","0","0","0","0",0,"Neutro"
"283","    Que la fuerza del  Feminismo nos acompañe                 Ámate  Ama   Cambiar ese orden sí que altera el valor     ","0","0","3","0",2.14285714285714,"Muy Positivo"
"284","Q lástima  busca audiencia sacando a  CristinaPedroche medio en bolas no por sus dotes periodísticas o ","0","0","0","0",0,"Neutro"
"285","Este tipo de cosas son las que NO ayudan al  feminismo","0","0","1","0",1,"Positivo"
"286"," Tienes una buena idea para desarrollar un pequeño proyecto en  Cuba   Echa un ojo a esta convocatoria   Feminismo ","0","0","0","0",0,"Neutro"
"287","Ya hemos cumplido en la comida de noche vieja y año nuevo  Debate sobre  feminismo      No sacado por nosotras xD q ","0","0","1","0",1,"Positivo"
"288","             Presentación Libro  La  muerte de mi madre me hizo más libre   Qmayorvía  ","0","0","0","0",0,"Neutro"
"289","Pujar por un baile en  Lecrín como un juego en una tradición hace años descontextualizada es  escalofriante según ","0","0","1","0",1,"Positivo"
"290","Últimamente me apetece leer algo sobre el  feminismo para aprender y concienciarme  si sabéis de algún libro intere ","0","0","0","0",0,"Neutro"
"291","RT PhotoPressrCg    Que la fuerza del  Feminismo nos acompañe                 Ámate  Ama   Cambiar ese orden sí que altera el valor    EUrrutiko ","0","0","2","0",1.66666666666667,"Muy Positivo"
"292","No creo que  CristinaPedroche sea ningún ejemplo ni ayude al  feminismo si nadie habla de su discurso sino de su vestido  cuerpo ","0","0","0","0",0,"Neutro"
"293","  Leia hace  años nos enseñó como son las princesas de verdad   StarWars  TheLastJedi  feminism  feminismo  LeiaOrgana  Mujer ","0","0","1","0",1,"Positivo"
"294","  Con lo de NAHIR GALARZA es claro que el  feminismo ni el  NiUnaMenos NO tienen que tener cabida  No se trata de estadíst ","0","1","0","0",-0.5,"Negativo"
"295","    Que la fuerza del  Feminismo nos acompañe                 Ámate  Ama   Cambiar ese orden sí que altera el valor     ","0","0","3","0",2.14285714285714,"Muy Positivo"
"296","Con lo de NAHIR GALARZA es claro que el  feminismo ni el  NiUnaMenos NO tienen que tener cabida  No se trata de est ","0","1","0","0",-0.5,"Negativo"
"297","    Que la fuerza del  Feminismo nos acompañe                 Ámate  Ama   Cambiar ese orden sí que altera el valor     ","0","0","3","0",2.14285714285714,"Muy Positivo"
"298","  Y si en estas navidades no hicieras nada  Igualdad o nada  Se acabó la navidad machista   eresunacaca  feminismo  caca   ","0","0","0","0",0,"Neutro"
"299","  El  feminismo como yo lo entiendo  Leído gracias a","0","0","2","0",1.66666666666667,"Muy Positivo"
"300","  El  feminismo como yo lo entiendo  Leído gracias a","0","0","2","0",1.66666666666667,"Muy Positivo"
"301","RT PhotoPressrCg    Que la fuerza del  Feminismo nos acompañe                 Ámate  Ama   Cambiar ese orden sí que altera el valor    EUrrutiko ","0","0","2","0",1.66666666666667,"Muy Positivo"
"302","Faltan  días   machismo  feminismo  feminisme  feminism  feminist  feminista  igualdad  equidad  equality ","0","0","0","0",0,"Neutro"
"303","X gaviotas confundidas con las nubes en un cuadro marino  sus manos firmes y la luz azulada de la ley  Politica ","0","0","1","0",1,"Positivo"
"304","    Que la fuerza del  Feminismo nos acompañe                 Ámate  Ama   Cambiar ese orden sí que altera el valor     ","0","0","3","0",2.14285714285714,"Muy Positivo"
"305","    Que la fuerza del  Feminismo nos acompañe                 Ámate  Ama   Cambiar ese orden sí que altera el valor     ","0","0","3","0",2.14285714285714,"Muy Positivo"
"306","Me quedo con el  feminismo dey    espero quetome nota y se lo apunte en sus entrevistas ","0","0","0","0",0,"Neutro"
"307","    Que la fuerza del  Feminismo nos acompañe                 Ámate  Ama   Cambiar ese orden sí que altera el valor     ","0","0","3","0",2.14285714285714,"Muy Positivo"
"308","Hoy se celebra el día de Santa María Madre de Dios  Nuestra primera recomendación de este  es el libro  La muje ","0","0","1","0",1,"Positivo"
"309","Está visto que para el  Feminismo  la mujer es discapacitada a la hora de crear historias  Disney  Cazafantasmas  S ","0","0","0","0",0,"Neutro"
"310","Hola  Lee y reflexiona   NiUnaMenos  feminismo  NosQueremosVivas  Cristina","0","0","0","0",0,"Neutro"
"311","    Que la fuerza del  Feminismo nos acompañe                 Ámate  Ama   Cambiar ese orden sí que altera el valor     ","0","0","3","0",2.14285714285714,"Muy Positivo"
"312","  Muy bienpor la fotografía acertada decomo referente del  Feminismo y la  Sororidad en  Ecuad ","0","0","0","0",0,"Neutro"
"313","    Que la fuerza del  Feminismo nos acompañe                 Ámate  Ama   Cambiar ese orden sí que altera el valor     ","0","0","3","0",2.14285714285714,"Muy Positivo"
"314","  El  feminismo como yo lo entiendo  Leído gracias a","0","0","2","0",1.66666666666667,"Muy Positivo"
"315","   PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos  ","0","1","0","0",-0.5,"Negativo"
"316","Que en  no falte ninguna por culpa de las  ViolenciasMachistas  Tomemos fuerzas porque este va ser el año del ","0","2","0","0",-0.833333333333333,"Negativo"
"317","Que en  no falte ninguna por culpa de las  ViolenciasMachistas  Tomemos fuerzas porque este va ser el año del ","0","2","0","0",-0.833333333333333,"Negativo"
"318","    Que la fuerza del  Feminismo nos acompañe                 Ámate  Ama   Cambiar ese orden sí que altera el valor     ","0","0","3","0",2.14285714285714,"Muy Positivo"
"319","    Que la fuerza del  Feminismo nos acompañe                 Ámate  Ama   Cambiar ese orden sí que altera el valor     ","0","0","3","0",2.14285714285714,"Muy Positivo"
"320","  Que la fuerza del  Feminismo nos acompañe                 Ámate  Ama   Cambiar ese orden sí que altera el valor    ","0","0","3","0",2.14285714285714,"Muy Positivo"
"321","Está visto que para el  Feminismo  la mujer es discapacitada a la hora de crear historias  Disney  Cazafantasmas  S ","0","0","0","0",0,"Neutro"
"322"," Noti Fem está disponible  feminismo  mujeres","0","0","0","0",0,"Neutro"
"323","  Feliz año de la mujer   feminismo","0","0","1","0",1,"Positivo"
"324","SíNo se puede decir más claro  Exigimos volver a casa solas  de noche y vivas  Y sin miedo   Metoo ","0","0","0","0",0,"Neutro"
"325","Pelos  pijama  café y  ConciertodeAñoNuevo Si mi hija pudiera encontrar fácilmente mujeres músicas en la televisión ","0","0","0","0",0,"Neutro"
"326","Feliz año de la mujer   feminismo","0","0","1","0",1,"Positivo"
"327","  El  feminismo como yo lo entiendo  Leído gracias a","0","0","2","0",1.66666666666667,"Muy Positivo"
"328","Mensaje de  Cada uno viste lo que quiere  y  feminismo pero  si este año hubiese querido d ","0","0","0","0",0,"Neutro"
"329","  Mi columna de hoy en   Feminismo  Antiespecismo  FelizNavidad  FelizLunes","0","0","0","0",0,"Neutro"
"330","BLKlazaro vincleta elenruiper El  feminismo que nos enseña a cuidarnos en un sistema brutal             ","0","0","0","0",0,"Neutro"
"331","Lo peor que le puedes decir a  Pedroche es que le quedaba mal el vestido Dejad lo del  feminismo para otras entendederas ","0","2","0","0",-0.833333333333333,"Negativo"
"332","  Reproducimos en  Público la  entrevista de los compañeros dea la gran               mujeres  feminismo ","0","0","0","0",0,"Neutro"
"333","  El  feminismo como yo lo entiendo  Leído gracias a","0","0","2","0",1.66666666666667,"Muy Positivo"
"334","  El  feminismo como yo lo entiendo  Leído gracias a","0","0","2","0",1.66666666666667,"Muy Positivo"
"335","  Os deseamos un  Feliz  Por un año en el que los  DerechosHumanos  la  Diversidad  el  Feminismo y la  Inclusión se ","0","0","0","0",0,"Neutro"
"336","Estoy harto de la radicalización de las feministas  no todas lógicamente   Si no dices exactamente lo que ellas qui ","0","1","0","0",-0.5,"Negativo"
"337","  Sólo voy a decir una cosa sobre el  feminismo y el vestido de  Olé por ella   Qué cada una se vista como le ","0","0","1","0",1,"Positivo"
"338","Sólo voy a decir una cosa sobre el  feminismo y el vestido de  Olé por ella   Qué cada una se vist ","0","0","0","0",0,"Neutro"
"339"," Feministas  que utilizan el ataque más vulgar para autoproclamarse en posesión de la verdad absoluta     feminismo ","0","1","0","0",-0.5,"Negativo"
"340","El  feminismo que nos enseña a cuidarnos en un sistema brutal             ","0","0","0","0",0,"Neutro"
"341","  El  feminismo como yo lo entiendo  Leído gracias a","0","0","2","0",1.66666666666667,"Muy Positivo"
"342","Confundes conceptos   Hembrismo es el equivalente al  machismo  El  feminismo es buscar la igualdad  Todos  hombres ","0","0","0","0",0,"Neutro"
"343","RT marinamarroqui   PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos patricarmo ","0","1","0","0",-0.5,"Negativo"
"344","  El  feminismo como yo lo entiendo  Leído gracias a","0","0","2","0",1.66666666666667,"Muy Positivo"
"345","  Cuando el  Feminismo  lo que te enseña es  Machismo","0","0","0","0",0,"Neutro"
"346","   PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos  ","0","1","0","0",-0.5,"Negativo"
"347","  En este post  nuestrase atreve a unir  feminismo y  JuegoDeTronos y se queda tan ancha    Tu tb crees q es u ","0","0","0","0",0,"Neutro"
"348","   Feminismo y lucha sindical  las mujeres que lideran luchas laborales  Desdehasta las  espartanas  de Coca Co ","0","1","0","0",-0.5,"Negativo"
"349","Qué es el  feminismo  Sin desperdicio ","0","0","0","0",0,"Neutro"
"350"," En los prostíbulos los hombres que ejercen el poder toman decisiones libres de  feminismo   ExplotaciónS ","0","0","0","0",0,"Neutro"
"351","Yo como la  Pedroche  ni  machismo ni  feminismo  yo el  despelotismo y  todoporlapasta  Ahora  en serio  la ","0","0","1","0",1,"Positivo"
"352","El azar del cáncer  y lo que usted puede hacer para no favorecerlo  AsociacionesyFundaciones  Feminismo","0","0","0","0",0,"Neutro"
"353","   PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos  ","0","1","0","0",-0.5,"Negativo"
"354","A todos los q alaban el discurso feminista dos dejo un par d declaraciones suyas de   Ya para ","0","0","0","0",0,"Neutro"
"355","  Di NO al  feminismo","0","0","0","0",0,"Neutro"
"356","  El  Feminismo perdió todo poder de palabra por tener una ideología insostenible argumentalmente  Y a demás  lo perdió ","0","0","0","0",0,"Neutro"
"357","Descubre qué es el  Feminismo y lo que ha logrado este movimiento","0","0","1","0",1,"Positivo"
"358","RT angelonestore  No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen parte de ","0","0","0","0",0,"Neutro"
"359","  Cuando el  Feminismo  lo que te enseña es  Machismo","0","0","0","0",0,"Neutro"
"360","En el mismo día  desde cierto  feminismo se ha reivindicado q las mujeres pueden ir vestidas como quieran entre otr ","0","0","1","0",1,"Positivo"
"361","Os deseamos un  Feliz  Por un año en el que los  DerechosHumanos  la  Diversidad  el  Feminismo y la  Inclusión ","0","0","0","0",0,"Neutro"
"362","  El  feminismo como yo lo entiendo  Leído gracias a","0","0","2","0",1.66666666666667,"Muy Positivo"
"363","El  legado de   MujeresFeministas que  fallecieron en  y no conoces por culpa del  patriarcado  sororidad ","0","1","0","0",-0.5,"Negativo"
"364","  El  feminismo como yo lo entiendo  Leído gracias a","0","0","2","0",1.66666666666667,"Muy Positivo"
"365","El  feminismo como yo lo entiendo  Leído gracias a","0","0","2","0",1.66666666666667,"Muy Positivo"
"366","   En serio  En el año del  feminismo así  cristinapedroche recibe las campanadas  Feliz  campanadasa","0","0","0","0",0,"Neutro"
"367","No señoras  no todo en el feminismo vale  Esto no va de vender camisetas ni frases simplistas   feminismo  igualdad ","0","1","0","0",-0.5,"Negativo"
"368","Mucho amor  del bueno  Sororidad Y mucho  Feminismo O ","0","0","0","0",0,"Neutro"
"369","   PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos  ","0","1","0","0",-0.5,"Negativo"
"370","RT angelonestore  No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen parte de ","0","0","0","0",0,"Neutro"
"371","  No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen parte de ","0","0","0","0",0,"Neutro"
"372","  Regalazo  fermosísimo calendario gratuíto do  descargable de grandes mulleres                                                   Feminismo","0","0","0","0",0,"Neutro"
"373","  Johannes Vermeer   La Joven De La Perla    La necesaria Revolución ha de ser desde el FEMINISMO    DDHH   feminismo","0","0","0","0",0,"Neutro"
"374","No uses el  feminismo para ocultar la sexualización y cosificación de las mujeres  Te recomiendo empezar por aquí ","0","1","0","0",-0.5,"Negativo"
"375","Clarificador a tope para distinguir entre  Feminismo y el  feminismodesalón que aplaude el  patriarcado","0","0","1","0",1,"Positivo"
"376","Johannes Vermeer   La Joven De La Perla    La necesaria Revolución ha de ser desde el FEMINISMO    DDHH   feminismo","0","0","0","0",0,"Neutro"
"377","En este post  nuestrase atreve a unir  feminismo y  JuegoDeTronos y se queda tan ancha    Tu tb cr ","0","0","0","0",0,"Neutro"
"378","             Presentación Libro  La  muerte de mi madre me hizo más libre   Qmayorvía  ","0","0","0","0",0,"Neutro"
"379","   PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos  ","0","1","0","0",-0.5,"Negativo"
"380","  No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen parte de ","0","0","0","0",0,"Neutro"
"381","sabes del feminismo    Prueba  Feminismo","0","0","0","0",0,"Neutro"
"382","  DIOS Va a Remecer  Chile de Norte a Sur Por Proyecto Ley  AbortoCausales  MatrimonioHomosexual  Feminismo  Bachelet","0","0","1","0",1,"Positivo"
"383","Por un  Feliz con mucho  feminismo  Happy  FelizAñoNuevo  FelizAño","0","0","0","0",0,"Neutro"
"384","La de pivas que he visto esta noche forzadas a besar al chulo pasado que quieren tener a su lado  Feminismo                            ","0","0","0","0",0,"Neutro"
"385","El típico chulo que atraviesa la pista de baile llevándola a ella de la mano y ella toda feliz siendo usada como ob ","0","0","2","0",1.66666666666667,"Muy Positivo"
"386","RT JoseGaHompanera  El  feminismo busca la igualdad El  Hembrismo busca la superioridad de la mujer El  machismo busca la superioridad del ","0","0","0","0",0,"Neutro"
"387","sabes del feminismo    Prueba  Feminismo","0","0","0","0",0,"Neutro"
"388","   PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos  ","0","1","0","0",-0.5,"Negativo"
"389","El último día de  empezó con la localización del cuerpo de una mujer asesinada por un hombre y acabó con millon ","0","0","0","0",0,"Neutro"
"390","RT comfeminista  Que en  la fuerza se multiplique   Feminismo  NiUnaMenos  IgualdadDeGéneroSíVía HuffPostWo ","0","0","1","0",1,"Positivo"
"391","  Esto es lo que quiere el  Feminismo Nunca fue la búsqueda de la seguridad de la mujer  ni erradicar la violencia  solo q ","0","0","1","0",1,"Positivo"
"392","  El  feminismo no es una tendencia pasajera  luchar por la igualdad no es algo que pase de moda como un tejido o unas botas ","0","0","1","0",1,"Positivo"
"393","Esta es la nueva camiseta feminista que desbancará al  We should all be feminist  de Dior   Feminismo  Dior ","0","0","0","0",0,"Neutro"
"394","RT JoseGaHompanera  El  feminismo busca la igualdad El  Hembrismo busca la superioridad de la mujer El  machismo busca la superioridad del ","0","0","0","0",0,"Neutro"
"395","   PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos  ","0","1","0","0",-0.5,"Negativo"
"396","  El  feminismo le planta cara al  patriarcado en  JuanaEsNavidad vía   ","0","0","0","0",0,"Neutro"
"397","  El  feminismo busca la igualdad El  Hembrismo busca la superioridad de la mujer El  machismo busca la superioridad del ","0","0","0","0",0,"Neutro"
"398","Yo ya lo siento  pero quePedroche se llame feminista por hacer lo que le da la gana y que lo que le de la gana se ","0","0","2","2",1.875,"Muy Positivo"
"399","  Que en  la fuerza se multiplique   Feminismo  NiUnaMenos  IgualdadDeGéneroSíVía  ","0","0","1","0",1,"Positivo"
"400","   En serio  En el año del  feminismo así  cristinapedroche recibe las campanadas  Feliz  campanadasa","0","0","0","0",0,"Neutro"
"401","Esta modelo recrea los looks de todas las princesas Disney a partir de prendas indias tradicionales   HamelPatel ","0","0","0","0",0,"Neutro"
"402","   PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos  ","0","1","0","0",-0.5,"Negativo"
"403","  El  feminismo busca la igualdad El  Hembrismo busca la superioridad de la mujer El  machismo busca la superioridad del ","0","0","0","0",0,"Neutro"
"404","  Que en  la fuerza se multiplique   Feminismo  NiUnaMenos  IgualdadDeGéneroSíVía  ","0","0","1","0",1,"Positivo"
"405","Que en  la fuerza se multiplique   Feminismo  NiUnaMenos  IgualdadDeGéneroSíVía ","0","0","1","0",1,"Positivo"
"406","Yo le doy las gracias al  por el  feminismo y por vosotras de las que tanto aprendo y con ","0","0","1","0",1,"Positivo"
"407","Retweeted Gabriel Hompa                               El  feminismo busca la igualdad El  Hembrismo busca la   ","0","0","0","0",0,"Neutro"
"408","  El  feminismo busca la igualdad El  Hembrismo busca la superioridad de la mujer El  machismo busca la superioridad del ","0","0","0","0",0,"Neutro"
"409","   PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos  ","0","1","0","0",-0.5,"Negativo"
"410","Quien necesita un hombre  Breve para hacer asado  NADIEEEEEEEE  findeaño  AñoNuevo  abajoelpatriarcado  asado ","0","0","0","0",0,"Neutro"
"411","   PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos  ","0","1","0","0",-0.5,"Negativo"
"412","   PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos  ","0","1","0","0",-0.5,"Negativo"
"413","   PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos  ","0","1","0","0",-0.5,"Negativo"
"414","   PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos  ","0","1","0","0",-0.5,"Negativo"
"415"," PREPARATE  M   sororidad  feminismo este  hará historia  Gracias por luchar para que lo consigamos ","0","1","0","0",-0.5,"Negativo"
"416","  El  feminismo no es una tendencia pasajera  luchar por la igualdad no es algo que pase de moda como un tejido o unas botas ","0","0","1","0",1,"Positivo"
"417","  La justicia y la identificación con el agresor  feminismo  visibilidad  sororidad vía","0","0","0","0",0,"Neutro"
"418","Ser mujer es un factor de riesgo  aquí y en casi todo el mundo  Año nuevo  deseo más  feminismo para todxs ","0","0","0","0",0,"Neutro"
"419","Haces bien  Irene  no somos nosotras quienes tenemos que cambiar nuestra ropa  nuestro modo de volver ","0","0","0","0",0,"Neutro"
"420","Y también sentimos miedo por nuestras hijas  nuestras amigas  nuestras hermanas    Es difícil de explicar ","0","2","0","0",-0.833333333333333,"Negativo"
"421","   En serio  En el año del  feminismo así  cristinapedroche recibe las campanadas  Feliz  campanadasa","0","0","0","0",0,"Neutro"
