"","texto","muyNeg","Neg","muyPos","Pos","Valor","Sentimiento"
"422","Está claro  la culpa es del  machismo y la solución es el  feminismo  Nos están matando  más de la mi ","0","1","1","0",0.416666666666667,"Positivo"
"423","  El  feminismo le planta cara al  patriarcado en  JuanaEsNavidad vía   ","0","0","0","0",0,"Neutro"
"424"," Lo besé en la primera cita INTENSIDAD REAL  panorámico by takis    Naaaambre    Qué andas haciendo  Ni es ","0","0","0","0",0,"Neutro"
"425"," Feminismo  La palabra del año según","0","0","0","0",0,"Neutro"
"426","  Por un año más igualitario  FelizAño  Género  Igualdad  NiUnaMenos  MasculinidadesLibertarias  Feminismo","0","0","0","0",0,"Neutro"
"427","  Por un año más igualitario  FelizAño  Género  Igualdad  NiUnaMenos  MasculinidadesLibertarias  Feminismo","0","0","0","0",0,"Neutro"
"428","Por un año más igualitario  FelizAño  Género  Igualdad  NiUnaMenos  MasculinidadesLibertarias  Feminismo","0","0","0","0",0,"Neutro"
"429","  Que grande eres Ramonchu  CampanadasTVE  Feminismo  NoALaViolenciaMachista  FelizAño","0","0","1","0",1,"Positivo"
"430","Que grande eres Ramonchu  CampanadasTVE  Feminismo  NoALaViolenciaMachista  FelizAño","0","0","1","0",1,"Positivo"
"431","   En serio  En el año del  feminismo así  cristinapedroche recibe las campanadas  Feliz  campanadasa","0","0","0","0",0,"Neutro"
"432"," En serio  En el año del  feminismo así  cristinapedroche recibe las campanadas  Feliz  campanadasa","0","0","0","0",0,"Neutro"
"433","Pedroche coqueta enséñanos las tetas                                          feminismo","0","0","0","0",0,"Neutro"
"434"," antepenúltimo  muy triste porque en RM han puesto de presentadora a una chica prácticamente desnuda  Y no me joda ","0","1","0","0",-0.5,"Negativo"
"435","Me alegra mucho  MUCHO  MUCHO OIR COMODA UN DISCURSO DICIENDO QUE NO ES NO  NosQueremosVivas ","0","0","0","0",0,"Neutro"
"436","  Para   sólo deseo una cosa  Á r MATE MUJER                  Feminismo","0","0","1","0",1,"Positivo"
"437","Este año he formado parte dey todas las mujeres maravillosas que f ","0","0","0","0",0,"Neutro"
"438","  Cuando el  Feminismo  lo que te enseña es  Machismo","0","0","0","0",0,"Neutro"
"439","Un hombre da esas excusas y es considerado persona de pocos valores  putero  mal esposo  mal pareja   Una ","0","0","0","0",0,"Neutro"
"440","  No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen parte de ","0","0","0","0",0,"Neutro"
"441","  Regalazo  fermosísimo calendario gratuíto do  descargable de grandes mulleres                                                   Feminismo","0","0","0","0",0,"Neutro"
"442","La misma excusa de hace miles de años  no poder pedir cosas a sus parejas  no tener pareja  no estar asat ","0","0","0","0",0,"Neutro"
"443","RT MasculinismoEsp  Cuando el  Feminismo  lo que te enseña es  Machismo Gladiadora ","0","0","0","0",0,"Neutro"
"444","Despedimos el    el que puede haber sido  El año de las mujeres   por","0","0","0","0",0,"Neutro"
"445","  Se va el   y con él un año marcado por el  feminismo  En el  nos toca consolidar la cuarta ola feminista y aprovec ","0","0","0","0",0,"Neutro"
"446","  Muy bienpor la fotografía acertada decomo referente del  Feminismo y la  Sororidad en  Ecuad ","0","0","0","0",0,"Neutro"
"447","Regalazo  fermosísimo calendario gratuíto do  descargable de grandes mulleres                                                   Feminismo","0","0","0","0",0,"Neutro"
"448","NO QUIERO VUESTRO PIROPOS  NO QUIERO QUE ME HABLEIS MIENTRAS VOY POR LA CALLE  NO QUIETO QUE ME GRITEIS GILIPOLLECE ","0","0","2","0",1.66666666666667,"Muy Positivo"
"449","  Ey  que se os ha caído un poco de machismo en el titular  Os lo he sacudido  De nada    feminismo  hayquejoderse","0","1","0","0",-0.5,"Negativo"
"450","  Muy bienpor la fotografía acertada decomo referente del  Feminismo y la  Sororidad en  Ecuad ","0","0","0","0",0,"Neutro"
"451","Violeta Radio  la primera estación de radio feminista que sonará en la CDMX Feminismo  Nacionales","0","0","0","0",0,"Neutro"
"452","  Muy bienpor la fotografía acertada decomo referente del  Feminismo y la  Sororidad en  Ecuad ","0","0","0","0",0,"Neutro"
"453","Muy bienpor la fotografía acertada decomo referente del  Feminismo y la  Sororidad ","0","0","0","0",0,"Neutro"
"454","  Nos encanta que esta haya sido una de las palabras más buscadas del año              feminismoVía TheLuxonomi ","0","0","0","0",0,"Neutro"
"455","  Cuando el  Feminismo  lo que te enseña es  Machismo","0","0","0","0",0,"Neutro"
"456","Creo que abriré una cuenta que se llame  esa la feminista      Con cuánta grima responden algunos a mis comentarios ","0","0","0","0",0,"Neutro"
"457","RT LOfficielES   Quiero disfrutar de mi éxito  no disculparme por él   Así vio el  feminismo Sexo en Nueva York ","0","0","0","0",0,"Neutro"
"458","  Cuando el  Feminismo  lo que te enseña es  Machismo","0","0","0","0",0,"Neutro"
"459","  Cuando el  Feminismo  lo que te enseña es  Machismo","0","0","0","0",0,"Neutro"
"460","  Cuando el  Feminismo  lo que te enseña es  Machismo","0","0","0","0",0,"Neutro"
"461","             Presentación Libro  La  muerte de mi madre me hizo más libre   Qmayorvía  ","0","0","0","0",0,"Neutro"
"462","  Cuando el  Feminismo  lo que te enseña es  Machismo","0","0","0","0",0,"Neutro"
"463","   El  feminismo no es necesario    Edition","0","0","0","0",0,"Neutro"
"464","   Yo también hablaré de  feminismo a mis hijas    Hija  no te juntes con esas resentidas que odian a los hombres y se t ","0","1","0","0",-0.5,"Negativo"
"465"," El último Verde Niña Magazine ya está publicado  ecologismo  feminismo  energíasrenovables  bienestar  revolución","0","0","0","0",0,"Neutro"
"466","Querés balance  Tomá  Algunos pensamientos feministas sobre este año  La máquina está sangrando ","0","0","0","0",0,"Neutro"
"467","  No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen parte de ","0","0","0","0",0,"Neutro"
"468","RT letra escarlata  Omnia Somnia feministaHarta ana garcia     BlemcomM grunppy Mucho amor  del bueno  Sororidad Y mucho  Feminismo O ","0","0","0","0",0,"Neutro"
"469","Carta a un señor en Colombia que manifestó que el  machismo y el  feminismo pueden coexistir pacíficamente  Aplica ","0","0","0","0",0,"Neutro"
"470","A este   le pido ilusión para seguir luchando con pasión  le pido igualdad y que la palabra  Feminismo no sea u ","0","1","0","0",-0.5,"Negativo"
"471","   Quiero disfrutar de mi éxito  no disculparme por él   Así vio el  feminismo Sexo en Nueva York ","0","0","1","0",1,"Positivo"
"472"," Quiero disfrutar de mi éxito  no disculparme por él   Así vio el  feminismo Sexo en Nueva York ","0","0","1","0",1,"Positivo"
"473","Del  me quedo con  feminismo y  neutralidad","0","0","0","0",0,"Neutro"
"474","   Recomendación  Lecturas  LibrosImprescindibles  Locura  Feminismo  Escritoras    Papel pintado amarillo  de la gran Charlot ","0","0","1","0",1,"Positivo"
"475","El  feminismo debe defender la seguridad con la misma fuerza que la libertad ","0","0","3","0",2.14285714285714,"Muy Positivo"
"476","El  feminismo tiene la obligación de que por parte tanto de hombres como de mujeres  ","0","0","1","0",1,"Positivo"
"477","Para empezar  el último tuit  con lo de  not all men   me expliqué y en varios tuits ","0","0","0","0",0,"Neutro"
"478"," Te recomiendo que escuches este  audio de iVoox  LDD   Teresa Claramunt  pionera del  feminismo obrerista ","0","0","0","0",0,"Neutro"
"479","La pregunta para  abortistas y  Feminazis sería  En qué momento paso a ser bebé  niña  ser humano  Y esta bebé naci ","0","0","0","0",0,"Neutro"
"480","  Leia hace  años nos enseñó como son las princesas de verdad   StarWars  TheLastJedi  feminism  feminismo  LeiaOrgana  Mujer ","0","0","1","0",1,"Positivo"
"481","  Para   sólo deseo una cosa  Á r MATE MUJER                  Feminismo","0","0","1","0",1,"Positivo"
"482","Mucho amor  del bueno  Sororidad Y mucho  Feminismo O ","0","0","0","0",0,"Neutro"
"483","  Para   sólo deseo una cosa  Á r MATE MUJER                  Feminismo","0","0","1","0",1,"Positivo"
"484","El miedo lo deberían tener ellos a parecer y ser unos monstruos   femrad  feminismo","0","1","0","0",-0.5,"Negativo"
"485","  No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen parte de ","0","0","0","0",0,"Neutro"
"486","  Para   sólo deseo una cosa  Á r MATE MUJER                  Feminismo","0","0","1","0",1,"Positivo"
"487","  Nos encanta que esta haya sido una de las palabras más buscadas del año              feminismoVía TheLuxonomi ","0","0","0","0",0,"Neutro"
"488","  Para   sólo deseo una cosa  Á r MATE MUJER                  Feminismo","0","0","1","0",1,"Positivo"
"489","Mucho amor  del bueno  Sororidad Y mucho  Feminismo O ","0","0","0","0",0,"Neutro"
"490","  Para   sólo deseo una cosa  Á r MATE MUJER                  Feminismo","0","0","1","0",1,"Positivo"
"491","  Las que limpian  las que cuidan  las que luchan  Y una reflexión   El feminismo es el sujeto político más potente   ht ","0","0","0","0",0,"Neutro"
"492","Para   sólo deseo una cosa  Á r MATE MUJER                  Feminismo","0","0","1","0",1,"Positivo"
"493","  Y por esto tambien  los  Propositos deben de ser  feminismo y  luchaporlaigualdad","0","0","0","0",0,"Neutro"
"494","  El  feminismo busca la igualdad El  Hembrismo busca la superioridad de la mujer El  machismo busca la superioridad del ","0","0","0","0",0,"Neutro"
"495","  Cuando el  Feminismo  lo que te enseña es  Machismo","0","0","0","0",0,"Neutro"
"496"," Sabes qué es el  Feminismo  Descubre más sobre este movimiento","0","0","0","0",0,"Neutro"
"497","   El  Feminismo es el sujeto político más potente   mujeres q ganan luchas","0","1","0","0",-0.5,"Negativo"
"498"," El  Feminismo es el sujeto político más potente   mujeres q ganan luchas ","0","1","0","0",-0.5,"Negativo"
"499","Así despido    feminismo   nosequedenensuscasas  Bye","0","0","0","0",0,"Neutro"
"500","Mucho amor  del bueno  Sororidad Y mucho  Feminismo O ","0","0","0","0",0,"Neutro"
"501","  Las que limpian  las que cuidan  las que luchan  Y una reflexión   El feminismo es el sujeto político más potente   ht ","0","0","0","0",0,"Neutro"
"502","  Las que limpian  las que cuidan  las que luchan  Y una reflexión   El feminismo es el sujeto político más potente   ht ","0","0","0","0",0,"Neutro"
"503","Mucho amor  del bueno  Sororidad Y mucho  Feminismo O ","0","0","0","0",0,"Neutro"
"504","Por un  en el que dejen de preguntarme   Es niño o niña  Ah  entonces rosa y de Hello Kitty  y que yo pueda dec ","0","0","0","0",0,"Neutro"
"505","Mucho amor  del bueno  Sororidad Y mucho  Feminismo O ","0","0","0","0",0,"Neutro"
"506"," empoderamiento  feminismo para                gracias El cuadrilátero de Esteban ","0","0","0","0",0,"Neutro"
"507","Mucho amor  del bueno  Sororidad Y mucho ","0","0","0","0",0,"Neutro"
"508","  No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen parte de ","0","0","0","0",0,"Neutro"
"509","             Presentación Libro  La  muerte de mi madre me hizo más libre   Qmayorvía  ","0","0","0","0",0,"Neutro"
"510","Que en  no falte ninguna por culpa de las  ViolenciasMachistas  Tomemos fuerzas porque este va ser el año del ","0","2","0","0",-0.833333333333333,"Negativo"
"511","RT jatirado  Nos encanta que esta haya sido una de las palabras más buscadas del año              feminismoVía TheLuxonomi ","0","0","0","0",0,"Neutro"
"512","A  Galiza onde os dereitos da clase traballadora sexan protexidos  os recursos non sexan depredados e as vidas sexa ","0","0","1","0",1,"Positivo"
"513"," Feminismo  Palestina   Por qué la palestina Ahed  detenida por el régimen sionista  no es beneficiaria de la misma ","0","0","0","0",0,"Neutro"
"514","Mi conclusión  tod seríamos malas víctimas  siempre hay algo que puede ser interpretado como problemático en nues ","0","0","1","0",1,"Positivo"
"515","   Feminismo y lucha sindical  las mujeres que lideran luchas laborales  Desdehasta las  espartanas  de Coca Co ","0","1","0","0",-0.5,"Negativo"
"516","Háblame de igualdad cuando estemos en igualdad de condiciones  gracias   feminismo  machismofueradenuestrascalles","0","0","0","0",0,"Neutro"
"517","Seguiremos luchando en las calles  en las casas  en las redes y en los despachos  Nunca nos detendremos  nunca nos ","0","1","0","0",-0.5,"Negativo"
"518","   que no se confunda con dinero fácil  nunca fue fácil  rápido si      feminismo  sororidad  abolicioneslasolución","0","0","0","0",0,"Neutro"
"519","  Lunes  Hoy soy más humana  menos perfecta  GirlPower  Feminismo  Frase","0","0","0","0",0,"Neutro"
"520","  No soy perfecta  soy edición limitada  GirlPower  Feminismo  Frase  Qmode","0","0","0","0",0,"Neutro"
"521","  Y por esto tambien  los  Propositos deben de ser  feminismo y  luchaporlaigualdad","0","0","0","0",0,"Neutro"
"522","  Heroínas del cine y la literatura  Feminismo","0","0","0","0",0,"Neutro"
"523","  Nos encanta que esta haya sido una de las palabras más buscadas del año              feminismoVía TheLuxonomi ","0","0","0","0",0,"Neutro"
"524","   Feminismo  Se hacen las mismas preguntas a mujeres y hombres en la alfombra roja   Nosotras creemos que no  Descubre más sobr ","0","0","0","0",0,"Neutro"
"525","De  Un libro para ellas  de Bridget Christie   Leer  LecturaNecesaria  humor  feminismo  FeminismoParaNoMorir ","0","0","0","0",0,"Neutro"
"526","The latest Mundo Editorial Diario  resolutions  feminismo","0","0","0","0",0,"Neutro"
"527","  No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen parte de ","0","0","0","0",0,"Neutro"
"528","De  Un libro para ellas   de Bridget Christie   Leer  LecturaNecesaria  humor  feminismo  FeminismoParaNoMorir ","0","0","0","0",0,"Neutro"
"529","De  Un libro para ellas  de Bridget Christie   Leer  LecturaNecesaria  humor  feminismo  FeminismoParaNoMorir ","0","0","0","0",0,"Neutro"
"530","Nos encanta que esta haya sido una de las palabras más buscadas del año              feminismoVía T ","0","0","0","0",0,"Neutro"
"531","No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen part ","0","0","0","0",0,"Neutro"
"532","  El  feminismo busca la igualdad El  Hembrismo busca la superioridad de la mujer El  machismo busca la superioridad del ","0","0","0","0",0,"Neutro"
"533","    el año que puso los focos en las mujeres  por Gabriela Cañasvía feminismo","0","0","0","0",0,"Neutro"
"534","  La verdadera cara del  feminismo al descubierto  No buscan igualdad  Sólo saciar su resentimiento hacia el mundo ","0","0","1","0",1,"Positivo"
"535","Esta es la nueva camiseta feminista que desbancará al  We should all be feminist  de Dior   Feminismo  Dior ","0","0","0","0",0,"Neutro"
"536","  Tertulias feministas durante el mes de enero se centrará en la importancia del  Feminismo en la participación y activis ","0","0","1","0",1,"Positivo"
"537"," La clave de la estructura patriarcal de la economía capitalista está en el aislamiento de la familia  mediante su ","0","0","0","0",0,"Neutro"
"538","  Y por esto tambien  los  Propositos deben de ser  feminismo y  luchaporlaigualdad","0","0","0","0",0,"Neutro"
"539","El  feminismo busca la igualdad El  Hembrismo busca la superioridad de la mujer El  machismo busca la superioridad ","0","0","0","0",0,"Neutro"
"540","Nos encanta que esta haya sido una de las palabras más buscadas del año              feminismo","0","0","0","0",0,"Neutro"
"541","  No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen parte de ","0","0","0","0",0,"Neutro"
"542","Xq el  nos traiga una año q sea el comienzo de un mundo libre de maltrato y cies   feminismo  animalismo y  humanismo","0","0","1","0",1,"Positivo"
"543","  Acá les dejo el artículo con el que cierro este   MeToo  YoTambién  ColombiaTieneEscritoras  feminismo ","0","0","0","0",0,"Neutro"
"544","Y por esto tambien  los  Propositos deben de ser  feminismo y  luchaporlaigualdad","0","0","0","0",0,"Neutro"
"545","No queremos que el  sea  el año  del  feminismo  queremos que los feminismos calen en la sociedad y formen part ","0","0","0","0",0,"Neutro"
"546","Ha quedado claro cual es el propósito del  Feminismo ","0","1","0","0",-0.5,"Negativo"
"547","Diana Quer se resistió y la estrangularon  Para los penes pensantes que dudan de la víctima de la manada por no ser ","0","1","0","0",-0.5,"Negativo"
"548","             Presentación Libro  La  muerte de mi madre me hizo más libre   Qmayorvía  ","0","0","0","0",0,"Neutro"
"549","   Feminismo y lucha sindical  las mujeres que lideran luchas laborales  Desdehasta las  espartanas  de Coca Co ","0","1","0","0",-0.5,"Negativo"
"550","Los miles de espectadores que esta noche va a tener Cristina Pedroche lo serán por puro  feminismo ","0","0","0","0",0,"Neutro"
"551","FuckYeah  Adiós     para nosotras ha sido el gran año  el inicio de este proyecto tan bello y que tan felices n ","0","0","1","0",1,"Positivo"
"552","Que dice Cristina Pedroche que salir semidesnuda en la tele delante de varios millones de espectadores es puro ","0","0","0","0",0,"Neutro"
"553","Mientras  sermujer sea un factor de  riesgo seguirá habiendo  desigualdad     así que no me volváis a decir que el ","0","0","0","0",0,"Neutro"
"554","Sensacionalismo y moda imperan en el mundo   Ya no importa los crímenes cometidos por mujeres cont ","0","0","1","0",1,"Positivo"
"555","  Cuando el  Feminismo  lo que te enseña es  Machismo","0","0","0","0",0,"Neutro"
"556","Pues habrá que dejar de recordarselo y alomejor empez ","0","1","0","0",-0.5,"Negativo"
"557","  Se va el   y con él un año marcado por el  feminismo  En el  nos toca consolidar la cuarta ola feminista y aprovec ","0","0","0","0",0,"Neutro"
"558","La Revolución será de las mujeres o no será    Feminismo","0","0","0","0",0,"Neutro"
"559","El  Feminismo fue una discusión de pareja que a la mujer se le fue de las manos  Ella dijo   no me quieres  Ahora v ","0","0","0","0",0,"Neutro"
"560","Hemos hecho avances  Pero por no valorarlos se producen los retrocesos  Cuando todo va ","0","0","0","0",0,"Neutro"
"561","Cerramos el  con el asesinato de  mujeres a manos de la violencia machista en España  Y  violaciones que han ","0","2","0","0",-0.833333333333333,"Negativo"
"562"," Las  mujeres protagonizan las  buenas  noticias en un  año para  olvidar   vía ","0","0","0","0",0,"Neutro"
"563"," Escóndete  huye  cruza la acera  no vistas provocando  no te defiendas  corre  no mires  no respires  no seas   Es ","0","0","0","0",0,"Neutro"
"564","Recuperar los derechos que el  Feminismo radical de género nos ha robado  Reestablecer la ","0","0","0","0",0,"Neutro"
"565","  Una de las palabras que definirá este año es  Feminismo y entre las múltiples actividades que realiza está la lucha contra ","0","1","0","0",-0.5,"Negativo"
"566","  Cuando el  Feminismo  lo que te enseña es  Machismo","0","0","0","0",0,"Neutro"
"567","                Lo viste  En medio de las protestas de mujeres en todo                            feminismo es la palabra  en ese país ","0","1","0","0",-0.5,"Negativo"
"568","  Qué  feminismo hemos hecho estos mesesydesde el  Congreso   Aquí te lo con ","0","0","0","0",0,"Neutro"
"569","Datos reveladores que no caerán nada bien al  feminismo beligerante                         ","0","0","1","0",1,"Positivo"
"570","Las mujeres siempre tenemos la culpa de que nos maten  nos violen  nos acosen porque no nos comportamos como señori ","0","1","1","0",0.416666666666667,"Positivo"
"571","Ana  aunque no nos conocemos en persona  Quiero decirte que cada texto tuyo ha calado hondo en mi  y s ","0","0","0","0",0,"Neutro"
"572","Te quiero mujer rebelde  te quiero mujer sin miedo  te quiero mucho luchando a mi lado mujer  feminismo  tequiero","0","1","3","0",1.5625,"Muy Positivo"
"573","  Cuando el  Feminismo  lo que te enseña es  Machismo","0","0","0","0",0,"Neutro"
"574","  El  feminismo le planta cara al  patriarcado en  JuanaEsNavidad vía   ","0","0","0","0",0,"Neutro"
"575","Cuando el  Feminismo  lo que te enseña es  Machismo","0","0","0","0",0,"Neutro"
"576","  El  feminismo le planta cara al  patriarcado en  JuanaEsNavidad vía   ","0","0","0","0",0,"Neutro"
"577","Una de las palabras que definirá este año es  Feminismo y entre las múltiples actividades que realiza está la lucha ","0","0","0","0",0,"Neutro"
"578","                          Gracias por un año lleno de  Feminismo y  Sororidad  Más y mejor en     ","0","0","2","0",1.66666666666667,"Muy Positivo"
"579"," ","0","0","0","0",0,"Neutro"
"580"," Tienes una buena idea para desarrollar un pequeño proyecto en  Cuba   Echa un ojo a esta convocatoria   Feminismo ","0","0","0","0",0,"Neutro"
"581","A tragar sus miradas y sus palizas verbales  sus acosos callejeros y gestos intimidantes  Nos enseñaron  a cambiarn ","0","0","0","0",0,"Neutro"
"582","Al  le pido que dejéis de juzgarnos  criticarnos  abusarnos  violentarnos  acosarnos  pegarnos  matarnos  denig ","0","0","0","0",0,"Neutro"
"583","Ella es así  una exagerada   Feminismo","0","0","0","0",0,"Neutro"
"584","RT NuriaCSopena  El  feminismo le planta cara al  patriarcado en  JuanaEsNavidad vía AgustnMilln Diario   mari ","0","0","0","0",0,"Neutro"
"585","Esa ley es universal y necesaria para la vida  sobre todo para la de algunas mujeres   Más  feminismo ","0","0","0","0",0,"Neutro"
"586","   Existen  mujeres q si creímos en el  feminismo pasado  El actual no fomenta la  igualdadreal ni  custodiacompartida","0","0","0","0",0,"Neutro"
"587","HILAZO  feminismo  visibilidad  ficcion","0","0","0","0",0,"Neutro"
"588","Esa ley es universal y necesaria para la vida  sobre todo para la de algunas mujeres   Más  feminismo ","0","0","0","0",0,"Neutro"
"589"," Gota sobre gota somos olas que hacen mares   El feminismo necesita hasta la última y más insignificante gota  Inun ","0","1","0","0",-0.5,"Negativo"
"590","Q el  nos traiga amor  paz y salud     Qcoño q nos traiga respeto xa las  trabajadorassexuales   derechos xa to ","0","0","0","0",0,"Neutro"
"591","  El  feminismo le planta cara al  patriarcado en  JuanaEsNavidad vía   ","0","0","0","0",0,"Neutro"
"592","Que el  sea conciencia organización  entusiasmo  movilización y propuesta de Izquierda en Madrid ","0","0","0","0",0,"Neutro"
"593","  El  feminismo le planta cara al  patriarcado en  JuanaEsNavidad vía   ","0","0","0","0",0,"Neutro"
"594","  El  feminismo le planta cara al  patriarcado en  JuanaEsNavidad vía   ","0","0","0","0",0,"Neutro"
"595","Antes de que se termine el  os queríamos dar las gracias a todas las personas que habéis compartido la aventura ","0","0","2","0",1.66666666666667,"Muy Positivo"
"596"," Noti Fem está disponible  feminismo  violenciadegénero","0","0","0","0",0,"Neutro"
"597"," Defendamonos mujeres No permitamos ni un comentario machista ni hacia nosotras ni hacia ninguna mujer No lo dejemo ","0","1","0","0",-0.5,"Negativo"
"598","Menos injusticia  más empatía  menos competición  más sororidad  menos machismo  más feminismo  menos prejuicios  m ","0","0","0","0",0,"Neutro"
"599","  El  feminismo le planta cara al  patriarcado en  JuanaEsNavidad vía   ","0","0","0","0",0,"Neutro"
"600","  Este ha sido el año del  feminismo  Para la crítica literaria ha sido el año de las escritoras  Un catálogo de libros de  ","0","0","0","0",0,"Neutro"
"601","  Este ha sido el año del  feminismo  Para la crítica literaria ha sido el año de las escritoras  Un catálogo de libros de  ","0","0","0","0",0,"Neutro"
"602","Lo mismo lo dl  feminismo en  JuegoDeTronos no es una idea tan peregrina   al menos eso diceen es ","0","0","0","0",0,"Neutro"
"603","No es  feminismo  es  charismo ","0","0","0","0",0,"Neutro"
"604","Tienes razón en parte de lo que dices y en otra parte  no  Creo que en cierta manera confundes ","0","0","1","0",1,"Positivo"
"605","RT agenersurrell   Feminismo significa  Igualdad de oportunidades   El feminismo  necesariamente  tiene que implicar a los hombres   Recom ","0","0","0","0",0,"Neutro"
"606","Esta modelo recrea los looks de todas las princesas Disney a partir de prendas indias tradicionales   HamelPatel ","0","0","0","0",0,"Neutro"
"607","Recién salido de la red  Aquí está Yo Pienso MX  feminismo  lomásleído","0","0","0","0",0,"Neutro"
"608","  Regala  feminismo  Regala  igualdad                                         Machismo de  NiñasRebeldes dey","0","0","0","0",0,"Neutro"
"609","  Se va el   y con él un año marcado por el  feminismo  En el  nos toca consolidar la cuarta ola feminista y aprovec ","0","0","0","0",0,"Neutro"
"610","  Por un  sin  violenciamachista y con el  feminismo por bandera  Más que nunca  Por ellas  Juntas somos más fuertes ","0","0","0","0",0,"Neutro"
"611","  Según ElPaís   feminismo es una de las palabras del año   Lo necesitamos tb para el   SI a recuperar nuestras hi ","0","0","0","0",0,"Neutro"
"612","   Feminismo significa  Igualdad de oportunidades   El feminismo  necesariamente  tiene que implicar a los hombres   Recom ","0","0","0","0",0,"Neutro"
"613","Emociones como el dolor  el miedo o la vergüenza sobre el cuerpo son habituales en las mujeres  Sin embargo  el rec ","0","2","1","0",0,"Neutro"
"614","En  LaPoderío tenemos muy buenos deseos para este año  querernos mucho que se le caiga el pito a los violadores ext ","0","0","1","0",1,"Positivo"
"615","  Según ElPaís   feminismo es una de las palabras del año   Lo necesitamos tb para el   SI a recuperar nuestras hi ","0","0","0","0",0,"Neutro"
"616","  Según ElPaís   feminismo es una de las palabras del año   Lo necesitamos tb para el   SI a recuperar nuestras hi ","0","0","0","0",0,"Neutro"
"617","  Señores  hasta aquí hemos llegado Cerramos el año con  Feminismo en  OtrosÁngulos  sección de   ","0","0","0","0",0,"Neutro"
"618","Vamos  que la culpa de lo que le había pasado era suya porque  a quién se le ocurre   Lo que nos pasa siempre es cu ","0","1","0","0",-0.5,"Negativo"
"619","Señores  hasta aquí hemos llegado Cerramos el año con  Feminismo en  OtrosÁngulos  sección de","0","0","0","0",0,"Neutro"
"620","   que no se confunda con dinero fácil  nunca fue fácil  rápido si      feminismo  sororidad  abolicioneslasolución","0","0","0","0",0,"Neutro"
"621","  Llevan un potorro por cerebros  El arte de la giliopollez   feminismo   FeminismIsCancer","0","0","0","0",0,"Neutro"
"622","   Feminismo y lucha sindical  las mujeres que lideran luchas laborales  Desdehasta las  espartanas  de Coca Co ","0","1","0","0",-0.5,"Negativo"
"623","   que no se confunda con dinero fácil  nunca fue fácil  rápido si      feminismo  sororidad  abolicioneslasolución","0","0","0","0",0,"Neutro"
"624","                        Victoria se dio cuenta de que había logrado no sucumbir al cuerpo cisheteronormativo con el que llevaba toda una ","0","0","1","0",1,"Positivo"
"625","   que no se confunda con dinero fácil  nunca fue fácil  rápido si      feminismo  sororidad  abolicioneslasolución","0","0","0","0",0,"Neutro"
"626","Llevan un potorro por cerebros  El arte de la giliopollez   feminismo   FeminismIsCancer","0","0","0","0",0,"Neutro"
"627","  Qué nos deja el  a las emancipadas  Aquí opinión ilustrada de girlpower  feminismo              ","0","0","0","0",0,"Neutro"
"628","   SEXO   NEOLIBERALISMO Y  FEMINISMO  A PROPÓSITO DEL TEXTO DE  TQ","0","0","0","0",0,"Neutro"
"629","Habría que saber que significa para ti  feminismo","0","0","0","0",0,"Neutro"
"630","  La justicia y la identificación con el agresor  feminismo  visibilidad  sororidad vía","0","0","0","0",0,"Neutro"
"631","   que no se confunda con dinero fácil  nunca fue fácil  rápido si      feminismo  sororidad  abolicioneslasolución","0","0","0","0",0,"Neutro"
"632"," que no se confunda con dinero fácil  nunca fue fácil  rápido si      feminismo  sororidad  abolicioneslasolución","0","0","0","0",0,"Neutro"
"633","   Feminismo y lucha sindical  las mujeres que lideran luchas laborales                                                    VivaLaLuchaDeLasMujeres  GoraBorrokaFemini ","0","1","0","0",-0.5,"Negativo"
"634","  Sola no puedes  con amigas sí  Creciendo Juntas porque necesitamos redes que nos sostengan  Feminismo  Sororidad  Apoyo ","0","0","0","0",0,"Neutro"
"635","Lo que le pido a   más  feminismo y  sororidad               ","0","0","0","0",0,"Neutro"
"636","Dejo aquí también alguna apartes del  articulo y de su  confesion que se basa en lo que realmente quería decirle al ","0","0","0","0",0,"Neutro"
"637"," Sólo queda  semana    machismo  feminismo  feminisme  feminism  feminist  feminista  igualdad  equidad  equality ","0","0","0","0",0,"Neutro"
"638","Ahora que estamos con el rollo  libertad de vendernos la prostitución como  Libertad y  empoderamiento me veo en la ","0","0","0","0",0,"Neutro"
"639","Por un  sin  violenciamachista y con el  feminismo por bandera  Más que nunca  Por ellas  Juntas somos más fuertes ","0","0","0","0",0,"Neutro"
"640","  Las que limpian  las que cuidan  las que luchan  Y una reflexión   El feminismo es el sujeto político más potente   ht ","0","0","0","0",0,"Neutro"
"641","   Feminismo y lucha sindical  las mujeres que lideran luchas laborales  Desdehasta las  espartanas  de Coca Co ","0","1","0","0",-0.5,"Negativo"
"642","Este ha sido el año de las MUJERES  de todas elllas  de las actuales que ya no se callan y de las olvidadas que aho ","0","0","0","0",0,"Neutro"
